task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,end_cause,upright_s,yaw_cum_deg,yaw_rate_deg_s,base_h_max_m,vx_mean_ms,end_roll_deg,end_pitch_deg,peak_roll_deg,peak_pitch_deg,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,terrain,planner_set,perception,turn_target,swing_lift_mm,foot_yaw_turn,roll_couple,roll_gain,roll_damp,roll_cap_nm,roll_sign,partial,skill,start_phase,foot_comp,steps
1,forward_ramp_lips,0,0,1,1,off,0.0,1.3928364515304565,1.268753623962402,0.8300853812224144,1.414104750587174,12.877941441649828,0,roll,6.08,-37.37406805431581,-6.1470506668282585,0.32453006505966187,0.06461125847540404,86.27636201619268,1.0301359849822476,86.27636201619268,16.355373904596465,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,1,0,1,1,off,0.0,1.3252311706542983,2.5917249679565426,0.675213856543493,1.3515270719567218,12.2390813122818,0,roll,5.82,-0.6318767790488948,-0.10856989330737024,0.33122649788856506,0.05588164444231929,-86.78462701364575,4.88194986179599,86.78462701364575,10.153472739452017,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,2,0,1,1,off,0.0,1.6397430419921903,1.6498456954956051,0.7293004845332121,0.8709156343805323,11.715490858668,1,timeout,20.0,-55.817853794799476,-2.790892689739974,0.3220748007297516,0.03198715209960952,5.8439003777291765,-10.549787683048995,11.995012870920148,11.40238151445164,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,3,0,1,1,off,0.0,1.2352645874023551,2.6609645843505856,0.7015864934926718,1.5306816084408665,13.081444323275187,0,roll,4.46,10.889131270830177,2.441509253549367,0.33900243043899536,0.052749907489317294,-89.23278578583167,0.8341917690217728,89.23278578583167,10.383516731354385,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,4,0,1,1,off,0.0,1.6558746337890682,2.5857883453369137,0.8793858770645021,0.9758744580721057,11.80866381685212,0,roll,9.38,-6.0698561228554695,-0.6471061964664679,0.3257986009120941,0.06992266884744863,-91.56493250719556,-4.979968785869996,91.56493250719556,18.29792505544232,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,5,0,1,1,off,0.0,1.6565399169921875,1.9188877105712887,0.6615314551103942,0.8724421902827907,12.293727669669705,1,timeout,20.0,9.35547148665978,0.46777357433298905,0.32669463753700256,0.032826995849609374,4.093266610634204,-3.4378589778941455,17.000972995076253,8.72365285740728,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,6,0,1,1,off,0.0,1.7339111328125227,1.711847877502441,0.7884524060246177,0.7857604473381066,11.919572372212407,1,timeout,20.0,-51.49277047155232,-2.574638523577616,0.3378981351852417,0.03669555664062614,0.4667036779266246,-4.344824957711875,19.377797771277194,11.598572771615881,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,7,0,1,1,off,0.0,1.2607757568359546,2.538106536865234,0.597965417369985,1.394696045235426,12.101194215717813,0,roll,6.12,4.438674412565973,0.7252735968245054,0.3281990587711334,0.0426104177836527,-92.0324798041394,13.042932060718849,92.0324798041394,18.217779894217188,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,8,0,1,1,off,0.0,1.4002807617187614,1.1014781951904293,0.9836493897321342,1.3684361909122307,12.581843839175727,0,roll,5.94,-24.758559422295633,-4.168107646851117,0.3360978066921234,0.06738733362268709,87.15204967745156,-4.52302054743517,87.15204967745156,10.150338540393069,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
1,forward_ramp_lips,9,0,1,1,off,0.0,1.505133056640659,1.5543619155883786,0.673611688726669,1.0083039130908265,11.953176966682811,0,roll,5.1000000000000005,8.03740151843445,1.5759610820459704,0.3283836841583252,0.09904569738052138,89.51108637088998,4.907441319473819,89.51108637088998,15.925798103933923,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
