task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,end_cause,upright_s,yaw_cum_deg,yaw_rate_deg_s,base_h_max_m,vx_mean_ms,end_roll_deg,end_pitch_deg,peak_roll_deg,peak_pitch_deg,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,terrain,planner_set,perception,turn_target,swing_lift_mm,foot_yaw_turn,roll_couple,roll_gain,roll_damp,roll_cap_nm,roll_sign,partial,skill,start_phase,foot_comp,steps
4,flush_a_frame,7,0,1,1,off,0.0,1.496051025390642,1.4731430053710923,0.7236331339708764,1.2390254042430893,12.21531615913639,0,roll,7.46,-20.060418693258896,-2.689064167997171,0.3328340947628021,0.0664947755215338,92.16688928942398,-8.159392437711315,92.16688928942398,13.948683108558763,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,8,0,0,1,off,0.0,1.2804382324218864,1.375490570068358,0.6845857362503666,0.661981418059125,12.535128195606037,0,roll,3.08,-0.2565611135152892,-0.08329906282963935,0.3338817358016968,0.09105137416295012,88.38855645373955,-6.3613171040162735,88.38855645373955,14.253994583139445,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,9,0,1,1,off,0.0,1.438452148437534,2.8746398925781236,0.9783839880939186,1.337158800085016,12.591960902448145,0,roll,5.84,26.991107104250858,4.621764915111449,0.32524555921554565,0.07507742267765995,-89.48067180241387,-7.264324296324336,89.48067180241387,17.15936819126151,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,0,0,0,1,off,0.0,1.0177252292633057,2.084392547607422,0.08623390194179847,0.489602958100543,14.932513248976921,1,timeout,20.0,4.111399531080622,0.2055699765540311,0.340451180934906,0.0008862614631652832,-2.3414858134119805,4.8141547573841486,10.759530386406444,9.815777048807739,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,1,0,1,1,off,0.0,1.253091430664064,1.3265495300292969,0.7194378414980294,1.9312587154791812,14.312761095450982,0,roll,3.12,-0.6698854834202166,-0.21470688571160787,0.3230011463165283,0.08111904828976407,88.70407532003476,-12.387926544621555,88.70407532003476,14.057727672173987,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,2,0,1,1,off,0.0,1.150477600097659,1.4691886901855469,0.5517283341990752,1.801335986301339,14.209440419381599,0,roll,2.82,-15.316194143493817,-5.431274518969439,0.3266162872314453,0.05336085109846067,86.376285676511,1.0959308784309865,86.376285676511,14.795448793541627,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,3,0,1,1,off,0.0,1.9332702636718864,2.5342750549316406,1.0753804998122292,1.7175438231497449,12.727948185828462,0,roll,8.36,15.311398570846762,1.8315070060821488,0.3349403738975525,0.11163519900381416,-88.00185574923587,17.938297361183597,88.00185574923587,21.70559858280981,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,4,0,0,1,off,0.0,1.2288879394531307,2.7763633728027344,0.8094008743859482,0.8223392462989997,13.343716371996116,0,roll,2.82,2.453652047047541,0.8700893783856528,0.3244009017944336,0.08116593597628748,-89.9058482163777,0.31113612762416276,89.9058482163777,9.981889465254913,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,5,0,0,1,off,0.0,0.97528076171875,1.3258285522460938,0.6746244745840483,0.8543052264788348,13.241892088079124,0,roll,1.98,-3.5628835679314363,-1.7994361454199173,0.30878138542175293,-0.012484463778409092,87.57052631262698,-0.9682605285763715,87.57052631262698,14.809135723982738,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,6,0,1,1,off,0.0,1.3851867675781477,1.42144775390625,0.6950478741622228,1.3067896124941754,12.67802101724035,0,roll,8.0,-62.66847891785244,-7.833559864731555,0.33780401945114136,0.04814834594726847,87.5146746506558,7.464050260271656,87.5146746506558,15.361023130787727,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,7,0,0,1,off,0.0,1.149035644531267,2.4627418518066406,0.48614981719043066,0.5807805095068378,12.60945806564288,0,roll,3.16,-2.703963109382954,-0.8556845282857449,0.3265824615955353,0.04716317864913514,-89.3296730927086,9.011312669378347,89.3296730927086,14.177233999439634,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,8,0,1,1,off,0.0,4.974530029296886,2.287811279296875,3.984937174695884,2.074143606017302,8.430384306762654,1,timeout,20.0,-12.51778235617789,-0.6258891178088944,0.33256620168685913,0.19872650146484433,1.1290580068806637,-2.2892447524926185,13.000702163485462,8.380331712381277,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
5,sphere_bump,9,0,1,1,off,0.0,1.738592529296909,1.6053657531738281,0.8374097641544822,1.529105816470648,11.518169913025549,0,roll,7.36,10.344372988780833,1.4054854604321783,0.3269892930984497,0.10035224582838438,89.35229488625764,2.4438460326459377,89.35229488625764,10.498679722575027,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
6,box_jump_even,0,0,1,1,off,0.0,1.6103112697601318,1.5027099609374943,0.7872593149318798,1.0174820240697924,9.852247037653912,0,roll,5.0,14.093152208406394,2.818630441681279,0.32556092739105225,0.12206225395202637,86.03393618020935,1.6425315615843068,86.03393618020935,16.318484237023085,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
