argv,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,level_m,n_probes,param,probe,reached,rep,run_utc,skill,steps,swing_lift_mm,t_reached_s
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.604274196541923,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.604527743982795,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.6052261172641185,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.603590411370487,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.596244088322786,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.60160664463398,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.5629808539223364,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.602734880905053,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.6590573285421626,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,6,step_up,1,3.5863978611108127,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,1,2026-08-29T15:41:01Z,TROT,1306,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,4.660139574586992,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,5.592199185185771,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,3.4178839182669662,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.1788766731780607,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.5170865236646724,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.6737972716497445,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,4.991273985632988,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.175988673170655,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.5004971511889122,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,3.1160070150753127,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.588479796470354,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.404282723267227,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.624609338168012,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.8239300753859364,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,3.8069924201382794,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,2,2026-08-29T15:41:01Z,WALK,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.14260541948732,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.440070303587439,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.088202068155749,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.132362177243998,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.083253579660413,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.29781471124943,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.218897993592253,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.137534321092503,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.447181620483763,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,3.991699031968402,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.417729864060239,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,3.987319709565141,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.162855275861044,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.323920049333633,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.1563127970346905,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-29T15:41:01Z,TROT,960,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,8.920759140410357,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,9.417775480816532,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,1,3,2026-08-29T15:41:01Z,WALK,1169,20.0,17.5
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,5.9940227407000775,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,3.0944101169662273,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,6.876277744974401,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.5505930241902797,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,4.111900162894722,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,5.138556445354518,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,3.6527413443418197,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.522783614323749,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,4.953002588835471,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,7.722334318390149,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,5.022835140024859,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,4.730736938219229,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,8.250176628497176,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,3,2026-08-29T15:41:01Z,WALK,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.347229955087539,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.266135077765262,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.257206672737305,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.303998653121312,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.276899242449989,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.246624618272321,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.261560450590769,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.280052463320191,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.265624320301098,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.30616938959928,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.240941101553079,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.292326360097048,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.268756472583971,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.3030779927633995,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.330870707943095,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-08-29T15:41:01Z,TROT,1169,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.970317049173838,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9684390294782075,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.994743072089473,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9234299014364593,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.873759310499485,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9486019482489514,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.6494645210982584,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.882886169724286,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.827077541911244,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 20 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.8667917097889872,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,4,2026-08-29T15:41:01Z,WALK,699,20.0,nan
