switch_delay_s,task,level,skill,t_start_s,t_end_s,x_start_m,x_end_m,duration_s
1.4,staircase_climbing,4,RUN,18.5,19.9,6.265,6.937,1.4
1.4,staircase_climbing,4,WALK,19.9,23.8,6.937,7.715,3.9
1.4,staircase_climbing,4,RUN,23.8,25.2,7.715,8.387,1.4
1.4,staircase_climbing,4,WALK,25.2,29.1,8.387,9.165,3.9
1.4,staircase_climbing,4,RUN,29.1,33.4,9.165,11.2,4.3
1.4,staircase_climbing,5,TROT,0,1.3,1,1.665,1.3
1.4,staircase_climbing,5,WALK,1.3,3.1,1.665,2.025,1.8
1.4,staircase_climbing,5,RUN,3.1,4.5,2.025,2.697,1.4
1.4,staircase_climbing,5,WALK,4.5,7.7,2.697,3.32,3.2
1.4,staircase_climbing,5,RUN,7.7,9.1,3.32,3.992,1.4
1.4,staircase_climbing,5,WALK,9.1,12.8,3.992,4.72,3.7
1.4,staircase_climbing,5,RUN,12.8,14.2,4.72,5.392,1.4
1.4,staircase_climbing,5,WALK,14.2,17.9,5.392,6.12,3.7
1.4,staircase_climbing,5,RUN,17.9,19.3,6.12,6.792,1.4
1.4,staircase_climbing,5,WALK,19.3,23,6.792,7.52,3.7
1.4,staircase_climbing,5,RUN,23,24.4,7.52,8.192,1.4
1.4,staircase_climbing,5,WALK,24.4,28.1,8.192,8.92,3.7
1.4,staircase_climbing,5,RUN,28.1,32.3,8.92,10.9,4.2
1.4,staircase_climbing,6,TROT,0,1.3,1,1.665,1.3
1.4,staircase_climbing,6,WALK,1.3,3.1,1.665,2.025,1.8
1.4,staircase_climbing,6,RUN,3.1,4.5,2.025,2.697,1.4
1.4,staircase_climbing,6,WALK,4.5,7.7,2.697,3.32,3.2
1.4,staircase_climbing,6,RUN,7.7,9.1,3.32,3.992,1.4
1.4,staircase_climbing,6,WALK,9.1,12.8,3.992,4.72,3.7
1.4,staircase_climbing,6,RUN,12.8,14.2,4.72,5.392,1.4
1.4,staircase_climbing,6,WALK,14.2,17.9,5.392,6.12,3.7
1.4,staircase_climbing,6,RUN,17.9,19.3,6.12,6.792,1.4
1.4,staircase_climbing,6,WALK,19.3,23,6.792,7.52,3.7
1.4,staircase_climbing,6,RUN,23,24.4,7.52,8.192,1.4
1.4,staircase_climbing,6,WALK,24.4,28.1,8.192,8.92,3.7
1.4,staircase_climbing,6,RUN,28.1,32.3,8.92,10.9,4.2
1.4,staircase_climbing,7,TROT,0,1.3,1,1.665,1.3
1.4,staircase_climbing,7,WALK,1.3,3.1,1.665,2.025,1.8
1.4,staircase_climbing,7,RUN,3.1,4.5,2.025,2.697,1.4
1.4,staircase_climbing,7,WALK,4.5,7.7,2.697,3.32,3.2
1.4,staircase_climbing,7,RUN,7.7,9.1,3.32,3.992,1.4
1.4,staircase_climbing,7,WALK,9.1,12.8,3.992,4.72,3.7
1.4,staircase_climbing,7,RUN,12.8,14.2,4.72,5.392,1.4
1.4,staircase_climbing,7,WALK,14.2,17.9,5.392,6.12,3.7
1.4,staircase_climbing,7,RUN,17.9,19.3,6.12,6.792,1.4
1.4,staircase_climbing,7,WALK,19.3,23,6.792,7.52,3.7
1.4,staircase_climbing,7,RUN,23,24.4,7.52,8.192,1.4
1.4,staircase_climbing,7,WALK,24.4,28.1,8.192,8.92,3.7
1.4,staircase_climbing,7,RUN,28.1,32.3,8.92,10.9,4.2
1.4,staircase_climbing,8,TROT,0,1.3,1,1.665,1.3
1.4,staircase_climbing,8,WALK,1.3,3.1,1.665,2.025,1.8
1.4,staircase_climbing,8,RUN,3.1,4.5,2.025,2.697,1.4
1.4,staircase_climbing,8,WALK,4.5,7.7,2.697,3.32,3.2
1.4,staircase_climbing,8,RUN,7.7,9.1,3.32,3.992,1.4
1.4,staircase_climbing,8,WALK,9.1,12.8,3.992,4.72,3.7
1.4,staircase_climbing,8,RUN,12.8,14.2,4.72,5.392,1.4
1.4,staircase_climbing,8,WALK,14.2,17.9,5.392,6.12,3.7
1.4,staircase_climbing,8,RUN,17.9,19.3,6.12,6.792,1.4
1.4,staircase_climbing,8,WALK,19.3,23,6.792,7.52,3.7
1.4,staircase_climbing,8,RUN,23,24.4,7.52,8.192,1.4
1.4,staircase_climbing,8,WALK,24.4,28.1,8.192,8.92,3.7
1.4,staircase_climbing,8,RUN,28.1,32.3,8.92,10.9,4.2
1.4,staircase_climbing,9,TROT,0,1.3,1,1.665,1.3
1.4,staircase_climbing,9,WALK,1.3,3.1,1.665,2.025,1.8
1.4,staircase_climbing,9,RUN,3.1,4.5,2.025,2.697,1.4
1.4,staircase_climbing,9,WALK,4.5,7.7,2.697,3.32,3.2
1.4,staircase_climbing,9,RUN,7.7,9.1,3.32,3.992,1.4
1.4,staircase_climbing,9,WALK,9.1,12.8,3.992,4.72,3.7
1.4,staircase_climbing,9,RUN,12.8,14.2,4.72,5.392,1.4
1.4,staircase_climbing,9,WALK,14.2,17.9,5.392,6.12,3.7
1.4,staircase_climbing,9,RUN,17.9,19.3,6.12,6.792,1.4
1.4,staircase_climbing,9,WALK,19.3,23,6.792,7.52,3.7
1.4,staircase_climbing,9,RUN,23,24.4,7.52,8.192,1.4
1.4,staircase_climbing,9,WALK,24.4,28.1,8.192,8.92,3.7
1.4,staircase_climbing,9,RUN,28.1,32.3,8.92,10.9,4.2
1.4,staircase_spiral,0,TROT,0,1.3,1,1.70991,1.3
1.4,staircase_spiral,0,RUN,1.3,6,1.70991,3.92651,4.7
1.4,staircase_spiral,0,TROT,6,10.3,3.92651,6.14866,4.3
1.4,staircase_spiral,0,RUN,10.3,11.7,6.14866,6.73297,1.4
1.4,staircase_spiral,0,TROT,11.7,13.5,6.73297,6.81112,1.8
1.4,staircase_spiral,0,RUN,13.5,14.9,6.81112,6.40677,1.4
1.4,staircase_spiral,0,TROT,14.9,16.7,6.40677,5.49036,1.8
1.4,staircase_spiral,0,RUN,16.7,18.1,5.49036,5.08601,1.4
1.4,staircase_spiral,1,TROT,0,1.3,1,1.70998,1.3
1.4,staircase_spiral,1,RUN,1.3,6,1.70998,3.94683,4.7
1.4,staircase_spiral,1,TROT,6,10.2,3.94683,6.09911,4.2
1.4,staircase_spiral,1,RUN,10.2,11.6,6.09911,6.70446,1.4
1.4,staircase_spiral,1,TROT,11.6,13.5,6.70446,6.74128,1.9
1.4,staircase_spiral,1,WALK,13.5,21.2,6.74128,5.50929,7.7
1.4,staircase_spiral,1,RUN,21.2,22.5,5.50929,5.12155,1.3
1.4,staircase_spiral,2,TROT,0,1.3,1,1.71006,1.3
1.4,staircase_spiral,2,RUN,1.3,6.1,1.71006,3.96707,4.8
1.4,staircase_spiral,2,WALK,6.1,35.8,3.96707,5.15709,29.7
1.4,staircase_spiral,3,TROT,0,1.3,1,1.71013,1.3
1.4,staircase_spiral,3,RUN,1.3,6.2,1.71013,4.03488,4.9
1.4,staircase_spiral,3,WALK,6.2,34.5,4.03488,5.19264,28.3
1.4,staircase_spiral,4,TROT,0,1.3,1,1.71021,1.3
1.4,staircase_spiral,4,RUN,1.3,6.2,1.71021,4.00731,4.9
1.4,staircase_spiral,4,WALK,6.2,34.2,4.00731,5.22818,28
1.4,staircase_spiral,5,TROT,0,1.3,1,1.71028,1.3
1.4,staircase_spiral,5,RUN,1.3,6.1,1.71028,3.97953,4.8
1.4,staircase_spiral,5,TROT,6.1,7.5,3.97953,4.74613,1.4
1.4,staircase_spiral,5,WALK,7.5,30.7,4.74613,5.26373,23.2
1.4,staircase_spiral,6,TROT,0,1.3,1,1.71035,1.3
1.4,staircase_spiral,6,RUN,1.3,6.1,1.71035,3.9994,4.8
1.4,staircase_spiral,6,TROT,6.1,7.5,3.9994,4.76687,1.4
1.4,staircase_spiral,6,WALK,7.5,30.1,4.76687,5.29927,22.6
1.4,staircase_spiral,7,TROT,0,1.3,1,1.71041,1.3
1.4,staircase_spiral,7,RUN,1.3,6.1,1.71041,3.97133,4.8
1.4,staircase_spiral,7,TROT,6.1,7.5,3.97133,4.73952,1.4
1.4,staircase_spiral,7,WALK,7.5,29.2,4.73952,5.33481,21.7
1.4,staircase_spiral,8,TROT,0,1.3,1,1.71048,1.3
1.4,staircase_spiral,8,RUN,1.3,6.1,1.71048,3.99103,4.8
1.4,staircase_spiral,8,TROT,6.1,7.5,3.99103,4.75984,1.4
1.4,staircase_spiral,8,WALK,7.5,28.6,4.75984,5.37036,21.1
1.4,staircase_spiral,9,TROT,0,1.3,1,1.71055,1.3
1.4,staircase_spiral,9,RUN,1.3,6.1,1.71055,3.96273,4.8
1.4,staircase_spiral,9,TROT,6.1,7.5,3.96273,4.73201,1.4
1.4,staircase_spiral,9,WALK,7.5,27.7,4.73201,5.4059,20.2
1.4,squeeze,0,TROT,0,1.3,1,1.66389,1.3
1.4,squeeze,0,RUN,1.3,2.8,1.66389,2.34937,1.5
1.4,squeeze,0,WALK,2.8,4.6,2.34937,2.70462,1.8
1.4,squeeze,0,RUN,4.6,6,2.70462,3.36776,1.4
1.4,squeeze,0,WALK,6,7.8,3.36776,3.72165,1.8
1.4,squeeze,0,RUN,7.8,18.4,3.72165,8.65,10.6
1.4,squeeze,1,TROT,0,1.3,1,1.66391,1.3
1.4,squeeze,1,RUN,1.3,2.7,1.66391,2.33149,1.4
1.4,squeeze,1,WALK,2.7,4.5,2.33149,2.68506,1.8
1.4,squeeze,1,RUN,4.5,12.1,2.68506,6.27533,7.6
1.4,squeeze,1,WALK,12.1,14.5,6.27533,6.73586,2.4
1.4,squeeze,1,RUN,14.5,19.2,6.73586,8.9,4.7
1.4,squeeze,2,TROT,0,1.3,1,1.66458,1.3
1.4,squeeze,2,RUN,1.3,2.7,1.66458,2.33488,1.4
1.4,squeeze,2,WALK,2.7,4.5,2.33488,2.68408,1.8
1.4,squeeze,2,RUN,4.5,13.2,2.68408,6.74213,8.7
1.4,squeeze,2,WALK,13.2,15.6,6.74213,7.20527,2.4
1.4,squeeze,2,RUN,15.6,19.9,7.20527,9.25,4.3
1.4,squeeze,3,TROT,0,1.3,1,1.66423,1.3
1.4,squeeze,3,RUN,1.3,2.7,1.66423,2.33311,1.4
1.4,squeeze,3,WALK,2.7,4.5,2.33311,2.6737,1.8
1.4,squeeze,3,RUN,4.5,18.5,2.6737,9.25,14
1.4,squeeze,4,TROT,0,1.3,1,1.66489,1.3
1.4,squeeze,4,RUN,1.3,9.8,1.66489,5.70304,8.5
1.4,squeeze,4,WALK,9.8,12.6,5.70304,6.24363,2.8
1.4,squeeze,4,RUN,12.6,19.8,6.24363,9.65,7.2
1.4,squeeze,5,TROT,0,1.3,1,1.66421,1.3
1.4,squeeze,5,RUN,1.3,2.7,1.66421,2.33297,1.4
1.4,squeeze,5,WALK,2.7,4.5,2.33297,2.67863,1.8
1.4,squeeze,5,RUN,4.5,5.9,2.67863,3.3436,1.4
1.4,squeeze,5,WALK,5.9,15.2,3.3436,5.16312,9.3
1.4,squeeze,5,RUN,15.2,16.6,5.16312,5.83485,1.4
1.4,squeeze,5,WALK,16.6,18.6,5.83485,6.2185,2
1.4,squeeze,5,RUN,18.6,20,6.2185,6.88386,1.4
1.4,squeeze,5,WALK,20,28.2,6.88386,8.5039,8.2
1.4,squeeze,5,RUN,28.2,30.3,8.5039,9.5,2.1
1.4,squeeze,6,TROT,0,1.3,1,1.66499,1.3
1.4,squeeze,6,RUN,1.3,2.7,1.66499,2.33695,1.4
1.4,squeeze,6,WALK,2.7,35.2,2.33695,8.77285,32.5
1.4,squeeze,6,RUN,35.2,37.3,8.77285,9.75,2.1
1.4,squeeze,7,TROT,0,1.3,1,1.66493,1.3
1.4,squeeze,7,RUN,1.3,2.7,1.66493,2.33665,1.4
1.4,squeeze,7,WALK,2.7,17.5,2.33665,5.26314,14.8
1.4,squeeze,7,RUN,17.5,18.9,5.26314,5.92769,1.4
1.4,squeeze,7,WALK,18.9,21.3,5.92769,6.40232,2.4
1.4,squeeze,7,RUN,21.3,23.8,6.40232,7.59434,2.5
1.4,squeeze,7,WALK,23.8,25.6,7.59434,7.95418,1.8
1.4,squeeze,7,RUN,25.6,29.8,7.95418,9.9,4.2
1.4,squeeze,8,TROT,0,1.3,1,1.66458,1.3
1.4,squeeze,8,WALK,1.3,40.7,1.66458,9.45683,39.4
1.4,squeeze,8,RUN,40.7,42.8,9.45683,10.45,2.1
1.4,squeeze,9,TROT,0,1.3,1,1.66498,1.3
1.4,squeeze,9,RUN,1.3,2.7,1.66498,2.3369,1.4
1.4,squeeze,9,WALK,2.7,37.3,2.3369,9.22148,34.6
1.4,squeeze,9,RUN,37.3,39.4,9.22148,10.2,2.1
1.4,agility_poles,0,TROT,0,1.3,1,1.65525,1.3
1.4,agility_poles,0,RUN,1.3,40.8,1.65525,17.2365,39.5
1.4,agility_poles,0,WALK,40.8,46.4,17.2365,18.3,5.6
1.4,agility_poles,1,TROT,0,1.3,1,1.65409,1.3
1.4,agility_poles,1,RUN,1.3,41.5,1.65409,17.2361,40.2
1.4,agility_poles,1,WALK,41.5,41.6,17.2361,17.25,0.1
1.4,agility_poles,2,TROT,0,1.3,1,1.6532,1.3
1.4,agility_poles,2,RUN,1.3,40.3,1.6532,16.55,39
1.4,agility_poles,3,TROT,0,1.3,1,1.65166,1.3
1.4,agility_poles,3,RUN,1.3,38.7,1.65166,15.5,37.4
1.4,agility_poles,4,TROT,0,1.3,1,1.65185,1.3
1.4,agility_poles,4,RUN,1.3,36.7,1.65185,14.8,35.4
1.4,agility_poles,5,TROT,0,1.3,1,1.64993,1.3
1.4,agility_poles,5,RUN,1.3,35.1,1.64993,13.75,33.8
1.4,agility_poles,6,TROT,0,1.3,1,1.64842,1.3
1.4,agility_poles,6,RUN,1.3,33.8,1.64842,13.05,32.5
1.4,agility_poles,7,TROT,0,1.3,1,1.64571,1.3
1.4,agility_poles,7,RUN,1.3,32.2,1.64571,12,30.9
1.4,agility_poles,8,TROT,0,1.3,1,1.64355,1.3
1.4,agility_poles,8,RUN,1.3,31.3,1.64355,11.3,30
1.4,agility_poles,9,TROT,0,1.3,1,1.63963,1.3
1.4,agility_poles,9,WALK,1.3,3.1,1.63963,1.94427,1.8
1.4,agility_poles,9,RUN,3.1,15.2,1.94427,5.47274,12.1
1.4,agility_poles,9,WALK,15.2,17,5.47274,5.67445,1.8
1.4,agility_poles,9,RUN,17,24.9,5.67445,7.77274,7.9
1.4,agility_poles,9,WALK,24.9,26.7,7.77274,7.97445,1.8
1.4,agility_poles,9,RUN,26.7,33,7.97445,10.25,6.3
1.4,balance_beam,0,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,0,RUN,1.3,19.2,1.665,10,17.9
1.4,balance_beam,1,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,1,RUN,1.3,20.5,1.665,10.6,19.2
1.4,balance_beam,2,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,2,RUN,1.3,21,1.665,10.9,19.7
1.4,balance_beam,3,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,3,RUN,1.3,22.3,1.665,11.5,21
1.4,balance_beam,4,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,4,RUN,1.3,23.5,1.665,12.1,22.2
1.4,balance_beam,5,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,5,RUN,1.3,24.1,1.665,12.4,22.8
1.4,balance_beam,6,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,6,RUN,1.3,25.3,1.665,13,24
1.4,balance_beam,7,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,7,RUN,1.3,26.5,1.665,13.6,25.2
1.4,balance_beam,8,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,8,RUN,1.3,27.1,1.665,13.9,25.8
1.4,balance_beam,9,TROT,0,1.3,1,1.665,1.3
1.4,balance_beam,9,WALK,1.3,63.1,1.665,13.92,61.8
1.4,balance_beam,9,RUN,63.1,64.4,13.92,14.5,1.3
2,jump_on_and_off_box,0,TROT,0,2,1,2.04991,2
2,jump_on_and_off_box,0,RUN,2,4,2.04991,2.97904,2
2,jump_on_and_off_box,0,WALK,4,6.6,2.97904,3.49903,2.6
2,jump_on_and_off_box,0,RUN,6.6,8.6,3.49903,4.45903,2
2,jump_on_and_off_box,0,WALK,8.6,15.2,4.45903,5.7646,6.6
2,jump_on_and_off_box,0,RUN,15.2,17.2,5.7646,6.72433,2
2,jump_on_and_off_box,0,WALK,17.2,19.7,6.72433,7.22419,2.5
2,jump_on_and_off_box,0,RUN,19.7,21.7,7.22419,8.17026,2
2,jump_on_and_off_box,0,WALK,21.7,24.1,8.17026,8.65003,2.4
2,jump_on_and_off_box,0,RUN,24.1,26.1,8.65003,9.60956,2
2,jump_on_and_off_box,0,WALK,26.1,28.5,9.60956,10.0893,2.4
2,jump_on_and_off_box,0,RUN,28.5,30.5,10.0893,11.0462,2
2,jump_on_and_off_box,0,WALK,30.5,32.9,11.0462,11.5259,2.4
2,jump_on_and_off_box,0,RUN,32.9,34.9,11.5259,12.4854,2
2,jump_on_and_off_box,0,WALK,34.9,37.3,12.4854,12.9651,2.4
2,jump_on_and_off_box,0,RUN,37.3,39.3,12.9651,13.9185,2
2,jump_on_and_off_box,0,WALK,39.3,41.7,13.9185,14.3977,2.4
2,jump_on_and_off_box,0,RUN,41.7,43.7,14.3977,15.356,2
2,jump_on_and_off_box,0,WALK,43.7,49.8,15.356,16.5739,6.1
2,jump_on_and_off_box,0,RUN,49.8,51.8,16.5739,17.5335,2
2,jump_on_and_off_box,0,WALK,51.8,57.2,17.5335,18.6,5.4
2,jump_on_and_off_box,1,TROT,0,1.9,1,1.99499,1.9
2,jump_on_and_off_box,1,RUN,1.9,3.9,1.99499,2.93777,2
2,jump_on_and_off_box,1,WALK,3.9,6.3,2.93777,3.41757,2.4
2,jump_on_and_off_box,1,RUN,6.3,8.3,3.41757,4.37717,2
2,jump_on_and_off_box,1,WALK,8.3,15,4.37717,5.70902,6.7
2,jump_on_and_off_box,1,RUN,15,17,5.70902,6.66892,2
2,jump_on_and_off_box,1,WALK,17,19.5,6.66892,7.16887,2.5
2,jump_on_and_off_box,1,RUN,19.5,21.5,7.16887,8.10603,2
2,jump_on_and_off_box,1,WALK,21.5,23.9,8.10603,8.58596,2.4
2,jump_on_and_off_box,1,RUN,23.9,25.9,8.58596,9.54582,2
2,jump_on_and_off_box,1,WALK,25.9,33.2,9.54582,11.0051,7.3
2,jump_on_and_off_box,1,RUN,33.2,35.2,11.0051,11.9651,2
2,jump_on_and_off_box,1,WALK,35.2,37.7,11.9651,12.4651,2.5
2,jump_on_and_off_box,1,RUN,37.7,39.7,12.4651,13.3823,2
2,jump_on_and_off_box,1,WALK,39.7,42.1,13.3823,13.8611,2.4
2,jump_on_and_off_box,1,RUN,42.1,44.1,13.8611,14.8189,2
2,jump_on_and_off_box,1,WALK,44.1,51.1,14.8189,16.2052,7
2,jump_on_and_off_box,1,RUN,51.1,53.2,16.2052,17.2126,2.1
2,jump_on_and_off_box,1,WALK,53.2,58.4,17.2126,18.25,5.2
2,jump_on_and_off_box,2,TROT,0,1.9,1,1.99354,1.9
2,jump_on_and_off_box,2,RUN,1.9,3.9,1.99354,2.94936,2
2,jump_on_and_off_box,2,WALK,3.9,6.3,2.94936,3.42932,2.4
2,jump_on_and_off_box,2,RUN,6.3,8.3,3.42932,4.38925,2
2,jump_on_and_off_box,2,WALK,8.3,15.4,4.38925,5.80595,7.1
2,jump_on_and_off_box,2,RUN,15.4,17.4,5.80595,6.7658,2
2,jump_on_and_off_box,2,WALK,17.4,19.8,6.7658,7.24573,2.4
2,jump_on_and_off_box,2,RUN,19.8,21.8,7.24573,8.17653,2
2,jump_on_and_off_box,2,WALK,21.8,29.2,8.17653,9.65653,7.4
2,jump_on_and_off_box,2,RUN,29.2,31.2,9.65653,10.5975,2
2,jump_on_and_off_box,2,WALK,31.2,33.6,10.5975,11.0773,2.4
2,jump_on_and_off_box,2,RUN,33.6,35.6,11.0773,12.037,2
2,jump_on_and_off_box,2,WALK,35.6,42.3,12.037,13.3617,6.7
2,jump_on_and_off_box,2,RUN,42.3,44.3,13.3617,14.3206,2
2,jump_on_and_off_box,2,WALK,44.3,46.7,14.3206,14.8001,2.4
2,jump_on_and_off_box,2,RUN,46.7,48.7,14.8001,15.7417,2
2,jump_on_and_off_box,2,WALK,48.7,51.1,15.7417,16.2214,2.4
2,jump_on_and_off_box,2,RUN,51.1,53.1,16.2214,17.1809,2
2,jump_on_and_off_box,2,WALK,53.1,57,17.1809,17.95,3.9
2,jump_on_and_off_box,3,TROT,0,1.9,1,1.9944,1.9
2,jump_on_and_off_box,3,WALK,1.9,6.3,1.9944,2.85534,4.4
2,jump_on_and_off_box,3,RUN,6.3,8.3,2.85534,3.81455,2
2,jump_on_and_off_box,3,WALK,8.3,10.7,3.81455,4.29416,2.4
2,jump_on_and_off_box,3,RUN,10.7,12.7,4.29416,5.25121,2
2,jump_on_and_off_box,3,WALK,12.7,15.1,5.25121,5.73089,2.4
2,jump_on_and_off_box,3,RUN,15.1,17.1,5.73089,6.69024,2
2,jump_on_and_off_box,3,WALK,17.1,23.3,6.69024,7.90977,6.2
2,jump_on_and_off_box,3,RUN,23.3,25.3,7.90977,8.86871,2
2,jump_on_and_off_box,3,WALK,25.3,27.7,8.86871,9.34817,2.4
2,jump_on_and_off_box,3,RUN,27.7,29.7,9.34817,10.2787,2
2,jump_on_and_off_box,3,WALK,29.7,32.1,10.2787,10.7579,2.4
2,jump_on_and_off_box,3,RUN,32.1,34.1,10.7579,11.7164,2
2,jump_on_and_off_box,3,WALK,34.1,40.7,11.7164,13.0148,6.6
2,jump_on_and_off_box,3,RUN,40.7,42.7,13.0148,13.9737,2
2,jump_on_and_off_box,3,WALK,42.7,45.1,13.9737,14.4531,2.4
2,jump_on_and_off_box,3,RUN,45.1,47.1,14.4531,15.4099,2
2,jump_on_and_off_box,3,WALK,47.1,49.5,15.4099,15.8898,2.4
2,jump_on_and_off_box,3,RUN,49.5,52.2,15.8898,17.1855,2.7
2,jump_on_and_off_box,3,WALK,52.2,53.6,17.1855,17.45,1.4
2,jump_on_and_off_box,4,TROT,0,1.9,1,1.99477,1.9
2,jump_on_and_off_box,4,RUN,1.9,3.9,1.99477,2.91113,2
2,jump_on_and_off_box,4,WALK,3.9,6.3,2.91113,3.39113,2.4
2,jump_on_and_off_box,4,RUN,6.3,8.3,3.39113,4.35113,2
2,jump_on_and_off_box,4,WALK,8.3,13.6,4.35113,5.40678,5.3
2,jump_on_and_off_box,4,RUN,13.6,15.6,5.40678,6.36625,2
2,jump_on_and_off_box,4,WALK,15.6,18,6.36625,6.84599,2.4
2,jump_on_and_off_box,4,RUN,18,20,6.84599,7.78206,2
2,jump_on_and_off_box,4,WALK,20,27.4,7.78206,9.2614,7.4
2,jump_on_and_off_box,4,RUN,27.4,29.4,9.2614,10.1845,2
2,jump_on_and_off_box,4,WALK,29.4,31.8,10.1845,10.6641,2.4
2,jump_on_and_off_box,4,RUN,31.8,33.8,10.6641,11.6231,2
2,jump_on_and_off_box,4,WALK,33.8,39.6,11.6231,12.7692,5.8
2,jump_on_and_off_box,4,RUN,39.6,41.6,12.7692,13.7288,2
2,jump_on_and_off_box,4,WALK,41.6,44,13.7288,14.2087,2.4
2,jump_on_and_off_box,4,RUN,44,46,14.2087,15.146,2
2,jump_on_and_off_box,4,WALK,46,48.4,15.146,15.626,2.4
2,jump_on_and_off_box,4,RUN,48.4,51.7,15.626,17.21,3.3
2,jump_on_and_off_box,4,WALK,51.7,52.4,17.21,17.35,0.7
2,jump_on_and_off_box,5,TROT,0,1.9,1,1.99393,1.9
2,jump_on_and_off_box,5,RUN,1.9,4.6,1.99393,3.25594,2.7
2,jump_on_and_off_box,5,WALK,4.6,9.9,3.25594,4.31543,5.3
2,jump_on_and_off_box,5,RUN,9.9,11.9,4.31543,5.2324,2
2,jump_on_and_off_box,5,WALK,11.9,14.3,5.2324,5.71236,2.4
2,jump_on_and_off_box,5,RUN,14.3,16.3,5.71236,6.67228,2
2,jump_on_and_off_box,5,WALK,16.3,22.3,6.67228,7.85639,6
2,jump_on_and_off_box,5,RUN,22.3,24.3,7.85639,8.81596,2
2,jump_on_and_off_box,5,WALK,24.3,31.6,8.81596,10.2675,7.3
2,jump_on_and_off_box,5,RUN,31.6,33.6,10.2675,11.2275,2
2,jump_on_and_off_box,5,WALK,33.6,36,11.2275,11.7074,2.4
2,jump_on_and_off_box,5,RUN,36,38,11.7074,12.6311,2
2,jump_on_and_off_box,5,WALK,38,40.4,12.6311,13.1111,2.4
2,jump_on_and_off_box,5,RUN,40.4,42.4,13.1111,14.071,2
2,jump_on_and_off_box,5,WALK,42.4,47.6,14.071,15.1107,5.2
2,jump_on_and_off_box,5,RUN,47.6,51.7,15.1107,17.05,4.1
2,jump_on_and_off_box,6,TROT,0,1.9,1,1.99427,1.9
2,jump_on_and_off_box,6,WALK,1.9,6.3,1.99427,2.86136,4.4
2,jump_on_and_off_box,6,RUN,6.3,8.3,2.86136,3.82097,2
2,jump_on_and_off_box,6,WALK,8.3,15.4,3.82097,5.22216,7.1
2,jump_on_and_off_box,6,RUN,15.4,17.4,5.22216,6.18207,2
2,jump_on_and_off_box,6,WALK,17.4,19.8,6.18207,6.66202,2.4
2,jump_on_and_off_box,6,RUN,19.8,21.8,6.66202,7.61373,2
2,jump_on_and_off_box,6,WALK,21.8,34.2,7.61373,10.0711,12.4
2,jump_on_and_off_box,6,RUN,34.2,36.2,10.0711,11.0289,2
2,jump_on_and_off_box,6,WALK,36.2,38.6,11.0289,11.5079,2.4
2,jump_on_and_off_box,6,RUN,38.6,40.6,11.5079,12.4583,2
2,jump_on_and_off_box,6,WALK,40.6,43,12.4583,12.9382,2.4
2,jump_on_and_off_box,6,RUN,43,45,12.9382,13.8979,2
2,jump_on_and_off_box,6,WALK,45,50.4,13.8979,14.9712,5.4
2,jump_on_and_off_box,6,RUN,50.4,54.5,14.9712,16.9,4.1
2,jump_on_and_off_box,7,TROT,0,1.9,1,1.99478,1.9
2,jump_on_and_off_box,7,WALK,1.9,6,1.99478,2.80494,4.1
2,jump_on_and_off_box,7,RUN,6,8,2.80494,3.76451,2
2,jump_on_and_off_box,7,WALK,8,14.5,3.76451,5.0459,6.5
2,jump_on_and_off_box,7,RUN,14.5,16.5,5.0459,6.00575,2
2,jump_on_and_off_box,7,WALK,16.5,22.5,6.00575,7.18649,6
2,jump_on_and_off_box,7,RUN,22.5,24.5,7.18649,8.1445,2
2,jump_on_and_off_box,7,WALK,24.5,26.9,8.1445,8.62351,2.4
2,jump_on_and_off_box,7,RUN,26.9,28.9,8.62351,9.576,2
2,jump_on_and_off_box,7,WALK,28.9,35.9,9.576,10.9747,7
2,jump_on_and_off_box,7,RUN,35.9,37.9,10.9747,11.8901,2
2,jump_on_and_off_box,7,WALK,37.9,40.3,11.8901,12.3696,2.4
2,jump_on_and_off_box,7,RUN,40.3,42.3,12.3696,13.3287,2
2,jump_on_and_off_box,7,WALK,42.3,49,13.3287,14.6599,6.7
2,jump_on_and_off_box,7,RUN,49,53,14.6599,16.55,4
2,jump_on_and_off_box,8,TROT,0,1.9,1,1.99486,1.9
2,jump_on_and_off_box,8,RUN,1.9,3.9,1.99486,2.92462,2
2,jump_on_and_off_box,8,WALK,3.9,16.2,2.92462,5.3627,12.3
2,jump_on_and_off_box,8,RUN,16.2,18.2,5.3627,6.3208,2
2,jump_on_and_off_box,8,WALK,18.2,25.3,6.3208,7.7198,7.1
2,jump_on_and_off_box,8,RUN,25.3,27.3,7.7198,8.67958,2
2,jump_on_and_off_box,8,WALK,27.3,33.5,8.67958,9.91875,6.2
2,jump_on_and_off_box,8,RUN,33.5,35.5,9.91875,10.8786,2
2,jump_on_and_off_box,8,WALK,35.5,43,10.8786,12.3665,7.5
