argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,0,step_up,1,1.5530751563168435,on,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,0,step_up,1,1.9799933601274966,on,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,0,step_up,1,2.0111348371284867,on,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,0,step_up,1,2.1019339579287974,on,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,0,step_up,1,2.133374075738264,on,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.682224423299787,on,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.68396298413153,on,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.689487663363638,on,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6907717150556243,on,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.684131092232171,on,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6920450052927465,on,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6868866170770884,on,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6877463482998856,on,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6830183170684525,on,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6876888368719865,on,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.690069132854354,on,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.692023242306053,on,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.686107365935508,on,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,1,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6882902986571096,on,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,6,step_up,1,3.6803453605440715,on,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,1,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,0,3.861698050314221,on,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.0967776747489975,on,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.3006988249413105,on,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,0,3.631585813368862,on,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,17.308610300547166,on,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,6.057648438861782,on,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.094109320660355,on,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.018043848115777,on,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.429786299113814,on,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.096368523816927,on,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.074526371888509,on,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.107261904265833,on,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.096233270812825,on,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.02747356604688,on,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,13,step_up,1,4.418392653406648,on,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.204182930805189,on,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.198058055421896,on,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.2031573769691715,on,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.210048641251271,on,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.20765208586948,on,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.199685851807723,on,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.209263153842052,on,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.207160759428128,on,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.201481241351716,on,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.214596849878006,on,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.210305495603518,on,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.2113520669272395,on,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.204428037974065,on,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.21174150578873,on,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,19,step_up,1,4.21220807721175,on,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,26,step_up,1,4.287378087575608,on,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,26,step_up,1,4.289337580308081,on,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999982,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,26,step_up,1,4.290591481070482,on,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-08-31T02:18:37Z,goal,TROT,0.9999999999999964,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,26,step_up,1,4.294773226955879,on,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --trace-npz outputs/trace_trot_headA.npz --results-csv outputs/trot_heading_A.csv,,26,step_up,1,4.282814592068302,on,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-08-31T02:18:37Z,goal,TROT,1.0,0.0,58,0.0,1,nan,,
