argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_comp,foot_len_bias,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.224469714923829,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.229485211248121,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.222954867502562,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.22394857056606,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.2212071738058965,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.226069002446226,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.217742046542096,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.2242967778699025,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.223137940410176,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.2215356288250705,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
