task,level,switch_delay_s,step_walk_max_m,lookahead_trot_m,px_ground_width_m,obs_step_up_max,obs_step_up_p95,obs_step_up_mean,true_step_up_max,true_step_up_p95,true_step_up_mean,ticks_in_jump_band,jump_gate,requests_dropped_busy,jump_detections,jump_tracks_missed,jump_band_ticks,jump_blocked_far,jump_blocked_retrigger,switches,jumps,goals_reached,goals_total,sim_time_s,travelled_m,stalled,timed_out,n_segments,warn_tick_frac,blind_tick_frac,stale_tick_frac,unsupported_fatal,unsupported_unverified,frac_WALK,frac_TROT,frac_RUN,frac_JUMP,sequence
flush_a_frame,1,2.4,0.15,1.37,0.10921,0.045,0.045,0.0275212,0.065,0.045,0.0290186,0,near_edge,0,0,0,0,0,0,2,0,8,8,59.1,13.1085,False,False,3,0.0778342,0,0,0,0,0.922166,0.0389171,0.0389171,0,TROT→WALK→RUN
flush_a_frame,2,2.4,0.15,1.37,0.10921,0.05,0.045,0.0277776,0.075,0.045,0.0293562,0,near_edge,0,0,0,0,0,0,2,0,8,8,59.8,13.3114,False,False,3,0.0785953,0,0,0,0,0.921405,0.0384615,0.0401338,0,TROT→WALK→RUN
flush_a_frame,3,2.4,0.15,1.37,0.10921,0.045,0.045,0.0276971,0.065,0.045,0.0290129,0,near_edge,0,0,0,0,0,0,2,0,8,8,61.8,13.7191,False,False,3,0.0760518,0,0,0,0,0.923948,0.0372168,0.038835,0,TROT→WALK→RUN
flush_a_frame,4,2.4,0.15,1.37,0.10921,0.06,0.06,0.0286467,0.07,0.06,0.0303266,0,near_edge,1,0,0,0,0,0,2,0,8,8,64.3,14.2156,False,False,3,0.0746501,0,0,0,0,0.92535,0.0357698,0.0388802,0,TROT→WALK→RUN
flush_a_frame,5,2.4,0.15,1.37,0.10921,0.055,0.055,0.0322834,0.065,0.055,0.033799,0,near_edge,0,0,0,0,0,0,2,0,8,8,58.7,13.1045,False,False,3,0.0817717,0,0,0,0,0.918228,0.0391823,0.0425894,0,TROT→WALK→RUN
flush_a_frame,6,2.4,0.15,1.37,0.10921,0.065,0.065,0.0366706,0.09,0.065,0.0384201,0,near_edge,2,0,0,0,0,0,2,0,8,8,55.7,12.5071,False,False,3,0.0897666,0,0,0,0,0.910233,0.0412926,0.048474,0,TROT→WALK→RUN
flush_a_frame,7,2.4,0.15,1.37,0.10921,0.07,0.07,0.0382101,0.07,0.07,0.0399282,0,near_edge,1,0,0,0,0,0,2,0,8,8,55.7,12.6155,False,False,3,0.0933573,0,0,0,0,0.906643,0.043088,0.0502693,0,TROT→WALK→RUN
flush_a_frame,8,2.4,0.15,1.37,0.10921,0.06,0.06,0.0327789,0.07,0.06,0.0340982,0,near_edge,1,0,0,0,0,0,2,0,8,8,62.1,13.916,False,False,3,0.0837359,0,0,0,0,0.916264,0.0402576,0.0434783,0,TROT→WALK→RUN
flush_a_frame,9,2.4,0.15,1.37,0.10921,0.075,0.075,0.0389073,0.095,0.075,0.040654,0,near_edge,2,0,0,0,0,0,2,0,8,8,58.1,13.1055,False,False,3,0.0895009,0,0,0,0,0.910499,0.0413081,0.0481928,0,TROT→WALK→RUN
sphere_bump,0,2.4,0.15,1.37,0.10921,0.06,0.06,0.0133425,0.06,0.06,0.015376,0,near_edge,102,0,0,0,0,0,11,0,8,8,49.2,15.2686,False,False,12,0.329268,0,0,0,0,0.670732,0.300813,0.0284553,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→RUN
sphere_bump,1,2.4,0.15,1.37,0.10921,0.075,0.06,0.0139644,0.075,0.06725,0.0156199,0,near_edge,74,0,0,0,0,0,14,0,8,8,49.2,15.9972,False,False,15,0.412602,0,0,0,0,0.587398,0.20122,0.211382,0,TROT→RUN→WALK→RUN→WALK→TROT→WALK→RUN→WALK→TROT→WALK→RUN→WALK→TROT→RUN
sphere_bump,2,2.4,0.15,1.37,0.10921,0.25,0.06,0.0158174,0.25,0.07,0.0215078,0,near_edge,84,0,0,0,0,0,12,0,8,8,51.4,14.9129,False,False,13,0.284047,0,0,1,0,0.715953,0.18677,0.0972763,0,TROT→WALK→RUN→WALK→TROT→WALK→TROT→WALK→RUN→WALK→TROT→WALK→RUN
sphere_bump,3,2.4,0.15,1.37,0.10921,0.335,0.095,0.0290815,0.335,0.095,0.0364299,0,near_edge,94,0,0,0,0,0,8,0,8,8,55.6,15.35,False,False,9,0.235612,0,0,1,0,0.764388,0.178058,0.057554,0,TROT→RUN→WALK→TROT→WALK→TROT→WALK→TROT→RUN
sphere_bump,4,2.4,0.15,1.37,0.10921,0.325,0.1,0.0387107,0.325,0.1,0.0474164,0,near_edge,35,0,0,0,0,0,6,0,8,8,53.8,14.3065,False,False,7,0.211896,0,0,1,0,0.788104,0.13197,0.0799257,0,TROT→WALK→TROT→WALK→TROT→WALK→RUN
sphere_bump,5,2.4,0.15,1.37,0.10921,0.1,0.095,0.033838,0.1,0.095,0.0356355,0,near_edge,63,0,0,0,0,0,7,0,8,8,53.5,14.1227,False,False,8,0.192523,0,0,0,0,0.807477,0.185047,0.00747664,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→RUN
sphere_bump,6,2.4,0.15,1.37,0.10921,0.11,0.105,0.0297536,0.23,0.105,0.0368039,0,near_edge,16,0,0,0,0,0,8,0,8,8,51,14.1915,False,False,9,0.264706,0,0,0,0,0.735294,0.0941176,0.170588,0,TROT→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump,7,2.4,0.15,1.37,0.10921,0.12,0.11,0.0325202,0.12,0.11,0.0350561,0,near_edge,5,0,0,0,0,0,6,0,8,8,53.5,13.6019,False,False,7,0.190654,0,0,0,0,0.809346,0.0429907,0.147664,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump,8,2.4,0.15,1.37,0.10921,0.115,0.11,0.0454994,0.15,0.11,0.0484774,0,near_edge,2,0,0,0,0,0,4,0,8,8,53.2,12.8796,False,False,5,0.146617,0,0,0,0,0.853383,0.0432331,0.103383,0,TROT→WALK→RUN→WALK→RUN
sphere_bump,9,2.4,0.15,1.37,0.10921,0.125,0.12,0.0437126,0.125,0.12,0.0462959,0,near_edge,5,0,0,0,0,0,5,0,8,8,49,13.3235,False,False,6,0.240816,0,0,1,0,0.759184,0.0959184,0.144898,0,TROT→RUN→WALK→TROT→WALK→RUN
box_jump_even,0,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,11,0,0,0,0,0,9,0,8,8,28.5,9.97353,False,False,10,0.540351,0,0,44,51,0.459649,0.0807018,0.459649,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,1,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,12,0,0,0,0,0,9,0,8,8,29.3,10.2565,False,False,10,0.546075,0,0,43,50,0.453925,0.0784983,0.467577,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,2,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,12,0,0,0,0,0,9,0,8,8,28.8,10.4594,False,False,10,0.583333,0,0,37,49,0.416667,0.0798611,0.503472,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,3,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,12,0,0,0,0,0,9,0,8,8,28.6,9.77663,False,False,10,0.517483,0,0,48,45,0.482517,0.0804196,0.437063,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,4,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,14,0,0,0,0,0,9,0,8,8,31.4,10.1625,False,False,10,0.43949,0,0,51,41,0.56051,0.0732484,0.366242,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,5,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,13,0,0,0,0,0,9,0,8,8,32.4,10.3788,False,False,10,0.432099,0,0,55,47,0.567901,0.0709877,0.361111,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,6,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,15,0,0,0,0,0,9,0,8,8,32.2,10.5601,False,False,10,0.462733,0,0,54,52,0.537267,0.0714286,0.391304,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,7,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,15,0,0,0,0,0,11,0,8,8,32.5,11.0719,False,False,12,0.507692,0,0,50,55,0.492308,0.0707692,0.436923,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,8,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,9,0,0,0,0,0,10,0,8,8,33.5,10.2676,False,False,11,0.385075,0,0,58,38,0.614925,0.0686567,0.316418,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,9,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,16,0,0,0,0,0,11,0,8,8,33.2,11.2532,False,False,12,0.496988,0,0,64,47,0.503012,0.0692771,0.427711,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,0,2.4,0.15,1.37,0.10921,0.015,0.01,0.000708092,0.015,0.01,0.000708092,0,near_edge,9,0,0,0,0,0,11,0,8,8,34.6,11.8059,False,False,12,0.511561,0,0,48,48,0.488439,0.066474,0.445087,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,1,2.4,0.15,1.37,0.10921,0.045,5.55112e-17,0.000578778,0.045,0,0.000578778,0,near_edge,11,0,0,0,0,0,9,0,8,8,31.1,10.9692,False,False,10,0.55627,0,0,45,55,0.44373,0.073955,0.482315,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,2,2.4,0.15,1.37,0.10921,0.07,4.44089e-16,0.00177083,0.07,0,0.00177083,0,near_edge,11,0,0,0,0,0,11,0,8,8,33.6,11.8539,False,False,12,0.556548,0,0,38,50,0.443452,0.0684524,0.488095,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,3,2.4,0.15,1.37,0.10921,0.105,2.22045e-16,0.00309859,0.105,0,0.00309859,0,near_edge,11,0,0,0,0,0,11,0,8,8,35.5,11.9615,False,False,12,0.498592,0,0,56,46,0.501408,0.0647887,0.433803,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,4,2.4,0.15,1.37,0.10921,0.115,2.22045e-16,0.00141538,0.115,0,0.00141538,0,near_edge,13,0,0,0,0,0,11,0,8,8,32.5,11.0593,False,False,12,0.507692,0,0,44,53,0.492308,0.0707692,0.436923,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,5,2.4,0.15,1.37,0.10921,0.16,8.88178e-16,0.00377612,0.16,0,0.00377612,0,near_edge,13,0,0,0,0,0,11,0,8,8,33.5,11.3695,False,False,12,0.501493,0,0,56,51,0.498507,0.0686567,0.432836,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,6,2.4,0.15,1.37,0.10921,0.185,1.83187e-16,0.000587302,0.185,0,0.000587302,0,near_edge,14,0,0,0,0,0,11,0,8,8,31.5,10.8059,False,False,12,0.507937,0,0,44,54,0.492063,0.0730159,0.434921,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,7,2.4,0.15,1.37,0.10921,0.205,4.44089e-16,0.00116147,0.205,0,0.00116147,0,near_edge,16,0,0,0,0,0,11,0,8,8,35.3,11.8251,False,False,12,0.487252,0,0,57,48,0.512748,0.0651558,0.422096,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,8,2.4,0.15,1.37,0.10921,2.22045e-16,2.22045e-16,7.03161e-17,0,0,0,0,near_edge,15,0,0,0,0,0,13,0,8,8,34.8,11.9074,False,False,14,0.517241,0,0,51,59,0.482759,0.066092,0.451149,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,9,2.4,0.15,1.37,0.10921,0.225,8.88178e-16,0.00300802,0.225,0,0.00300802,0,near_edge,17,0,0,0,0,0,11,0,8,8,37.4,12.005,False,False,12,0.433155,0,0,64,52,0.566845,0.0614973,0.371658,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,0,2.4,0.15,1.37,0.10921,0.045,0.045,0.00705084,0.065,0.065,0.0103211,0,near_edge,7,0,0,0,0,0,5,0,8,8,21.8,7.82371,False,False,6,0.545872,0,0,43,32,0.454128,0.238532,0.307339,0,TROT→RUN→TROT→RUN→WALK→RUN
flat_circle_jump,1,2.4,0.15,1.37,0.10921,0.065,0.0216667,0.00221909,0.065,0.065,0.00550403,0,near_edge,19,0,0,0,0,0,5,0,8,8,24.8,8.3875,False,False,6,0.475806,0,0,53,42,0.524194,0.205645,0.270161,0,TROT→RUN→TROT→RUN→WALK→RUN
flat_circle_jump,2,2.4,0.15,1.37,0.10921,0.015,0.015,0.00391538,0.015,0.015,0.00433437,0,near_edge,14,0,0,0,0,0,6,0,8,8,32.3,9.01199,False,False,7,0.260062,0,0,67,42,0.739938,0.145511,0.114551,0,TROT→WALK→TROT→WALK→RUN→WALK→RUN
flat_circle_jump,3,2.4,0.15,1.37,0.10921,0.055,0.055,0.00862795,0.055,0.055,0.00888889,0,near_edge,16,0,0,0,0,0,5,0,8,8,29.7,9.44901,False,False,6,0.427609,0,0,73,59,0.572391,0.0774411,0.350168,0,TROT→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,4,2.4,0.15,1.37,0.10921,0.055,0.055,0.00432941,0.055,0.055,0.00533241,0,near_edge,14,0,0,0,0,0,5,0,8,8,36.1,9.71201,False,False,6,0.249307,0,0,92,50,0.750693,0.0637119,0.185596,0,TROT→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,5,2.4,0.15,1.37,0.10921,0.075,0.075,0.00682997,0.075,0.075,0.00682997,0,near_edge,7,0,0,0,0,0,7,0,8,8,34.7,10.6893,False,False,8,0.386167,0,0,81,51,0.613833,0.0662824,0.319885,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,6,2.4,0.15,1.37,0.10921,0.09,2.22045e-16,0.00295082,0.09,0,0.00295082,0,near_edge,30,0,0,0,0,0,9,0,8,8,36.6,11.3528,False,False,10,0.377049,0,0,71,47,0.622951,0.128415,0.248634,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN
flat_circle_jump,7,2.4,0.15,1.37,0.10921,0.035,4.44089e-16,0.00159817,0.035,0,0.00159817,0,near_edge,8,0,0,0,0,0,8,0,8,8,43.8,11.9169,False,False,9,0.260274,0,0,124,56,0.739726,0.0525114,0.207763,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,8,2.4,0.15,1.37,0.10921,0.105,0.105,0.00675926,0.105,0.105,0.00675926,0,near_edge,7,0,0,0,0,0,6,0,8,8,48.6,12.2269,False,False,7,0.185185,0,0,138,58,0.814815,0.0473251,0.13786,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,9,2.4,0.15,1.37,0.10921,0.055,0.005,0.00059867,0.055,0.005,0.00059867,0,near_edge,15,0,0,0,0,0,10,0,8,8,45.1,12.8728,False,False,11,0.305987,0,0,95,63,0.694013,0.0509978,0.254989,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
bump_jump,0,2.4,0.15,1.37,0.10921,0.08,0.045,0.0273793,0.08,0.045,0.0292093,0,near_edge,0,0,0,0,0,0,2,0,8,8,43,9.78538,False,False,3,0.0976744,0,0,127,40,0.902326,0.0534884,0.044186,0,TROT→WALK→RUN
bump_jump,1,2.4,0.15,1.37,0.10921,0.055,0.04,0.0215953,0.055,0.04,0.0234081,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.6,10.1124,False,False,3,0.0941704,0,0,85,39,0.90583,0.0515695,0.0426009,0,TROT→WALK→RUN
bump_jump,2,2.4,0.15,1.37,0.10921,0.055,0.04,0.0255622,0.055,0.04,0.0269749,0,near_edge,0,0,0,0,0,0,2,0,8,8,43.8,9.97173,False,False,3,0.0958904,0,0,106,38,0.90411,0.0525114,0.043379,0,TROT→WALK→RUN
bump_jump,3,2.4,0.15,1.37,0.10921,0.045,0.045,0.0209258,0.045,0.045,0.0227729,0,near_edge,3,0,0,0,0,0,2,0,8,8,45.8,10.3662,False,False,3,0.0917031,0,0,128,39,0.908297,0.0502183,0.0414847,0,TROT→WALK→RUN
bump_jump,4,2.4,0.15,1.37,0.10921,0.06,0.045,0.0224912,0.06,0.045,0.0244615,0,near_edge,0,0,0,0,0,0,2,0,8,8,45.5,10.3214,False,False,3,0.0923077,0,0,133,38,0.907692,0.0505495,0.0417582,0,TROT→WALK→RUN
bump_jump,5,2.4,0.15,1.37,0.10921,0.045,0.045,0.0242509,0.045,0.045,0.0256545,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.6,10.51,False,False,3,0.0901288,0,0,122,36,0.909871,0.0493562,0.0407725,0,TROT→WALK→RUN
bump_jump,6,2.4,0.15,1.37,0.10921,0.045,0.045,0.0205459,0.045,0.045,0.0224679,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.8,10.5409,False,False,3,0.0897436,0,0,109,34,0.910256,0.0491453,0.0405983,0,TROT→WALK→RUN
bump_jump,7,2.4,0.15,1.37,0.10921,0.065,0.045,0.0245457,0.065,0.045,0.0259524,0,near_edge,0,0,0,0,0,0,2,0,8,8,48.3,10.8703,False,False,3,0.0869565,0,0,116,40,0.913043,0.047619,0.0393375,0,TROT→WALK→RUN
bump_jump,8,2.4,0.15,1.37,0.10921,0.05,0.045,0.021394,0.055,0.045,0.0231865,0,near_edge,0,0,0,0,0,0,2,0,8,8,48.8,10.9334,False,False,3,0.0860656,0,0,135,38,0.913934,0.0471311,0.0389344,0,TROT→WALK→RUN
bump_jump,9,2.4,0.15,1.37,0.10921,0.045,0.045,0.0211933,0.055,0.045,0.0229406,0,near_edge,0,0,0,0,0,0,2,0,8,8,48.8,10.967,False,False,3,0.0860656,0,0,95,31,0.913934,0.0471311,0.0389344,0,TROT→WALK→RUN
sideways_ramp,0,2.4,0.15,1.37,0.10921,0.095,0.01425,0.00776206,0.095,0.01425,0.008125,0,near_edge,0,0,0,0,0,0,8,0,8,8,30.4,9.93188,False,False,9,0.460526,0,0,52,35,0.539474,0.0756579,0.384868,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,1,2.4,0.15,1.37,0.10921,0.045,0.015,0.00515901,0.045,0.015,0.00586572,0,near_edge,22,0,0,0,0,0,9,0,8,8,28.3,9.63196,False,False,10,0.501767,0,0,45,44,0.498233,0.0812721,0.420495,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,2,2.4,0.15,1.37,0.10921,0.14,0.015,0.00819149,0.14,0.02,0.00849544,0,near_edge,23,0,0,0,0,0,7,0,8,8,32.9,9.77655,False,False,8,0.346505,0,0,67,24,0.653495,0.0699088,0.276596,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,3,2.4,0.15,1.37,0.10921,0.05,0.035,0.00931613,0.05,0.035,0.0106774,0,near_edge,12,0,0,0,0,0,9,0,8,8,31,10.0073,False,False,10,0.435484,0,0,49,37,0.564516,0.0741935,0.36129,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,4,2.4,0.15,1.37,0.10921,0.11,0.02,0.0071345,0.11,0.02,0.00808772,0,near_edge,26,0,0,0,0,0,9,0,8,8,28.5,9.69053,False,False,10,0.508772,0,0,46,47,0.491228,0.0807018,0.42807,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,5,2.4,0.15,1.37,0.10921,0.125,0.081,0.0107733,0.125,0.081,0.0111095,0,near_edge,0,0,0,0,0,0,8,0,8,8,34.7,9.90986,False,False,9,0.305476,0,0,60,32,0.694524,0.0662824,0.239193,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,6,2.4,0.15,1.37,0.10921,0.025,0.02,0.00373028,0.025,0.025,0.00507886,0,near_edge,17,0,0,0,0,0,9,0,8,8,31.7,10.2027,False,False,10,0.419558,0,0,60,34,0.580442,0.148265,0.271293,0,TROT→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,7,2.4,0.15,1.37,0.10921,0.045,0.025,0.0117344,0.045,0.025,0.0129386,0,near_edge,10,0,0,0,0,0,8,0,8,8,34.2,10.4011,False,False,9,0.345029,0,0,65,26,0.654971,0.166667,0.178363,0,TROT→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,8,2.4,0.15,1.37,0.10921,0.03,0.03,0.0037025,0.03,0.03,0.00442997,0,near_edge,31,0,0,0,0,0,9,0,8,8,30.7,10.1216,False,False,10,0.442997,0,0,55,39,0.557003,0.166124,0.276873,0,TROT→WALK→RUN→WALK→TROT→RUN→WALK→RUN→WALK→RUN
sideways_ramp,9,2.4,0.15,1.37,0.10921,0.03,0.03,0.00775328,0.03,0.03,0.00992978,0,near_edge,14,0,0,0,0,0,8,0,8,8,35.6,10.336,False,False,9,0.323034,0,0,69,30,0.676966,0.0646067,0.258427,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_cylinder,0,2.4,0.15,1.37,0.10921,0.01,0.00541667,0.00157184,0.01,0.01,0.00357759,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.6,5.49083,False,False,2,1,0,0,0,24,0,0.198276,0.801724,0,TROT→RUN
stepping_stones_cylinder,1,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.4,5.3857,False,False,2,1,0,0,0,23,0,0.201754,0.798246,0,TROT→RUN
stepping_stones_cylinder,2,2.4,0.15,1.37,0.10921,0.005,0.00258333,0.000454545,0.005,0.005,0.000909091,0,near_edge,7,0,0,0,0,0,1,0,8,8,11,5.18269,False,False,2,1,0,0,4,26,0,0.209091,0.790909,0,TROT→RUN
stepping_stones_cylinder,3,2.4,0.15,1.37,0.10921,0.005,0.005,0.000963768,0.01,0.005,0.00148551,0,near_edge,0,0,0,0,0,0,3,0,8,8,13.8,4.87874,False,False,4,0.557971,0,0,19,5,0.442029,0.166667,0.391304,0,TROT→RUN→WALK→RUN
stepping_stones_cylinder,4,2.4,0.15,1.37,0.10921,0.015,0.015,0.00688827,0.015,0.015,0.00851955,0,near_edge,0,0,0,0,0,0,2,0,8,8,17.9,4.82602,False,False,3,0.234637,0,0,35,13,0.765363,0.128492,0.106145,0,TROT→WALK→RUN
stepping_stones_cylinder,5,2.4,0.15,1.37,0.10921,0.03,0.025,0.00962241,0.03,0.03,0.0134746,0,near_edge,0,0,0,0,0,0,4,0,8,8,17.7,5.26962,False,False,5,0.338983,0,0,38,43,0.661017,0.129944,0.20904,0,TROT→WALK→RUN→WALK→RUN
stepping_stones_cylinder,6,2.4,0.15,1.37,0.10921,0.03,0.03,0.014303,0.03,0.03,0.0162121,0,near_edge,0,0,0,0,0,0,2,0,8,8,19.8,5.01643,False,False,3,0.181818,0,0,48,33,0.818182,0.116162,0.0656566,0,TROT→WALK→RUN
stepping_stones_cylinder,7,2.4,0.15,1.37,0.10921,0.035,0.035,0.0115062,0.035,0.035,0.0139683,0,near_edge,0,0,0,0,0,0,2,0,8,8,18.9,4.81352,False,False,3,0.190476,0,0,61,16,0.809524,0.121693,0.0687831,0,TROT→WALK→RUN
stepping_stones_cylinder,8,2.4,0.15,1.37,0.10921,0.035,0.035,0.0155971,0.035,0.035,0.0179945,0,near_edge,0,0,0,0,0,0,2,0,8,8,18.2,4.71045,False,False,3,0.203297,0,0,59,17,0.796703,0.126374,0.0769231,0,TROT→WALK→RUN
stepping_stones_cylinder,9,2.4,0.15,1.37,0.10921,0.05,0.05,0.0181462,0.05,0.05,0.0214439,0,near_edge,0,0,0,0,0,0,2,0,8,8,18.7,4.80828,False,False,3,0.197861,0,0,67,11,0.802139,0.122995,0.0748663,0,TROT→WALK→RUN
stepping_stones_randomly_arranged,0,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,5,0,0,0,0,0,1,0,8,8,11.5,5.44957,False,False,2,1,0,0,3,29,0,0.2,0.8,0,TROT→RUN
stepping_stones_randomly_arranged,1,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,10.9,5.19518,False,False,2,1,0,0,0,28,0,0.211009,0.788991,0,TROT→RUN
stepping_stones_randomly_arranged,2,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,3,0,8,8,12.5,5.19083,False,False,4,0.776,0,0,3,29,0.224,0.184,0.592,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,3,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,10,0,0,0,0,0,3,0,8,8,12.4,5.15435,False,False,4,0.774194,0,0,11,24,0.225806,0.185484,0.58871,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,4,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,9,0,0,0,0,0,3,0,8,8,13,5.36099,False,False,4,0.784615,0,0,12,25,0.215385,0.176923,0.607692,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,5,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,6,0,0,0,0,0,1,0,8,8,10.4,4.97768,False,False,2,1,0,0,3,26,0,0.221154,0.778846,0,TROT→RUN
stepping_stones_randomly_arranged,6,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,11,0,0,0,0,0,3,0,8,8,12,4.95538,False,False,4,0.766667,0,0,13,20,0.233333,0.191667,0.575,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,7,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,11,0,0,0,0,0,3,0,8,8,13,5.11896,False,False,4,0.7,0,0,16,24,0.3,0.176923,0.523077,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,8,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,4,0,0,0,0,0,3,0,8,8,14.2,4.96786,False,False,4,0.535211,0,0,22,19,0.464789,0.161972,0.373239,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,9,2.4,0.15,1.37,0.10921,0,0,0,0,0,0,0,near_edge,14,0,0,0,0,0,4,0,8,8,13.2,4.73111,False,False,5,0.575758,0,0,11,25,0.424242,0.174242,0.401515,0,TROT→WALK→RUN→WALK→RUN
