task,level,switch_delay_s,step_walk_max_m,lookahead_trot_m,px_ground_width_m,obs_step_up_max,obs_step_up_p95,obs_step_up_mean,true_step_up_max,true_step_up_p95,true_step_up_mean,ticks_in_jump_band,jump_gate,requests_dropped_busy,jump_detections,jump_tracks_missed,jump_band_ticks,jump_blocked_far,jump_blocked_retrigger,switches,jumps,goals_reached,goals_total,sim_time_s,travelled_m,stalled,timed_out,n_segments,warn_tick_frac,blind_tick_frac,stale_tick_frac,unsupported_fatal,unsupported_unverified,frac_WALK,frac_TROT,frac_RUN,frac_JUMP,sequence
jump_on_and_off_box,9,0.8,0.15,0.49,0.0128527,0.795,0.795,0.277194,0.795,0.795,0.278052,0,near_edge,0,0,0,0,0,0,20,0,8,8,57.5,15.0627,False,False,21,0.777391,0,0,66,0,0.777391,0.013913,0.208696,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,0,0.8,0.15,0.49,0.0128527,0.255,0.255,0.112336,0.255,0.255,0.112336,0,near_edge,0,0,0,0,0,0,4,0,8,8,59.3,13.2579,False,False,5,0.917369,0,0,61,0,0.917369,0.0286678,0.0539629,0,TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,1,0.8,0.15,0.49,0.0128527,0.27,0.265,0.134387,0.27,0.265,0.135028,0,near_edge,0,0,0,0,0,0,12,0,8,8,53,13.2293,False,False,13,0.839623,0,0,60,0,0.839623,0.1,0.0603774,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,2,0.8,0.15,0.49,0.0128527,0.285,0.285,0.13064,0.285,0.285,0.13064,0,near_edge,0,0,0,0,0,0,10,0,8,8,54.7,13.2718,False,False,11,0.86106,0,0,60,0,0.86106,0.0804388,0.0585009,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,3,0.8,0.15,0.49,0.0128527,0.29,0.28,0.13614,0.29,0.28,0.13614,0,near_edge,0,0,0,0,0,0,12,0,8,8,54.4,13.5076,False,False,13,0.84375,0,0,60,0,0.84375,0.0974265,0.0588235,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,4,0.8,0.15,0.49,0.0128527,0.3,0.3,0.140538,0.3,0.3,0.140538,0,near_edge,0,0,0,0,0,0,8,0,8,8,55.8,13.2132,False,False,9,0.878136,0,0,62,0,0.878136,0.062724,0.0591398,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,5,0.8,0.15,0.49,0.0128527,0.31,0.31,0.150287,0.31,0.31,0.150287,0,near_edge,0,0,0,0,0,0,4,0,8,8,52.2,11.853,False,False,5,0.904215,0,0,62,0,0.904215,0.032567,0.0632184,0,TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,6,0.8,0.15,0.49,0.0128527,0.31,0.31,0.134167,0.31,0.31,0.134167,0,near_edge,0,0,0,0,0,0,6,0,8,8,59.4,13.6066,False,False,7,0.900673,0,0,62,0,0.900673,0.043771,0.0555556,0,TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,7,0.8,0.15,0.49,0.0128527,0.315,0.315,0.143452,0.315,0.315,0.143452,0,near_edge,0,0,0,0,0,0,8,0,8,8,57.8,13.6074,False,False,9,0.882353,0,0,59,0,0.882353,0.0605536,0.0570934,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,8,0.8,0.15,0.49,0.0128527,0.335,0.335,0.132114,0.335,0.335,0.132114,0,near_edge,0,0,0,0,0,0,12,0,8,8,51.8,12.7627,False,False,13,0.832046,0,0,61,0,0.832046,0.015444,0.15251,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,9,0.8,0.15,0.49,0.0128527,0.34,0.315,0.120645,0.34,0.315,0.120645,0,near_edge,0,0,0,0,0,0,12,0,8,8,55.8,13.5611,False,False,13,0.844086,0,0,61,0,0.844086,0.0143369,0.141577,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,0,0.8,0.15,0.49,0.0128527,0.385,0.365,0.101899,0.385,0.365,0.105658,0,near_edge,18,0,0,0,0,0,15,0,8,8,65.3,16.6455,False,False,16,0.807044,0,0,61,0,0.807044,0.0413476,0.151608,0,TROT→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN
sphere_bump_lips,1,0.8,0.15,0.49,0.0128527,0.41,0.41,0.135164,0.41,0.41,0.139183,0,near_edge,14,0,0,0,0,0,14,0,8,8,66.1,16.052,False,False,15,0.845688,0,0,113,0,0.845688,0.0257186,0.128593,0,TROT→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,2,0.8,0.15,0.49,0.0128527,0.46,0.46,0.136409,0.46,0.46,0.139805,0,near_edge,4,0,0,0,0,0,16,0,8,8,61.4,15.4137,False,False,17,0.81759,0,0,114,0,0.81759,0.029316,0.153094,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN
sphere_bump_lips,3,0.8,0.15,0.49,0.0128527,0.485,0.485,0.157238,0.485,0.485,0.160282,0,near_edge,0,0,0,0,0,0,13,0,8,8,62.1,15.5522,False,False,14,0.816425,0,0,100,0,0.816425,0.0128824,0.170692,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,4,0.8,0.15,0.49,0.0128527,0.6,0.6,0.186552,0.6,0.6,0.188769,0,near_edge,0,0,0,0,0,0,9,0,8,8,58.1,14.2334,False,False,10,0.836489,0,0,62,0,0.836489,0.0137694,0.149742,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,5,0.8,0.15,0.49,0.0128527,0.605,0.605,0.183409,0.605,0.605,0.185829,0,near_edge,0,0,0,0,0,0,13,0,8,8,59.1,15.1251,False,False,14,0.795262,0,0,60,0,0.795262,0.0135364,0.191201,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,6,0.8,0.15,0.49,0.0128527,0.69,0.69,0.239264,0.69,0.69,0.243367,0,near_edge,0,0,0,0,0,0,9,0,8,8,54.8,13.4008,False,False,10,0.835766,0,0,98,0,0.835766,0.0145985,0.149635,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,7,0.8,0.15,0.49,0.0128527,0.62,0.62,0.238444,0.62,0.62,0.242054,0,near_edge,0,0,0,0,0,0,11,0,8,8,55.5,13.7508,False,False,12,0.825225,0,0,102,0,0.825225,0.0144144,0.16036,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,8,0.8,0.15,0.49,0.0128527,0.745,0.745,0.26561,0.745,0.745,0.269981,0,near_edge,0,0,0,0,0,0,11,0,8,8,53,13.3313,False,False,12,0.811321,0,0,78,0,0.811321,0.0150943,0.173585,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,9,0.8,0.15,0.49,0.0128527,0.77,0.77,0.314812,0.77,0.77,0.32109,0,near_edge,0,0,0,0,0,0,9,0,8,8,53.2,13.2813,False,False,10,0.817669,0,0,90,0,0.817669,0.0150376,0.167293,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_no_lips,0,0.8,0.15,0.49,0.0128527,0.025,0.025,0.0193844,0.025,0.025,0.0193844,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.3,10.0262,False,False,3,0.935205,0,0,0,0,0.935205,0.0172786,0.0475162,0,TROT→WALK→RUN
forward_ramp_no_lips,1,0.8,0.15,0.49,0.0128527,0.03,0.03,0.0212887,0.03,0.03,0.0212925,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.1,9.96393,False,False,3,0.909297,0,0,0,0,0.909297,0.0430839,0.047619,0,TROT→WALK→RUN
forward_ramp_no_lips,2,0.8,0.15,0.49,0.0128527,0.03,0.03,0.022619,0.03,0.03,0.022623,0,near_edge,0,0,0,0,0,0,2,0,8,8,42.7,9.7189,False,False,3,0.901639,0,0,0,0,0.901639,0.0468384,0.0515222,0,TROT→WALK→RUN
forward_ramp_no_lips,3,0.8,0.15,0.49,0.0128527,0.035,0.035,0.0250112,0.035,0.035,0.0250112,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.8,9.75892,False,False,3,0.933036,0,0,0,0,0.933036,0.0178571,0.0491071,0,TROT→WALK→RUN
forward_ramp_no_lips,4,0.8,0.15,0.49,0.0128527,0.035,0.035,0.0279032,0.035,0.035,0.0279032,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.5,10.1059,False,False,3,0.931183,0,0,0,0,0.931183,0.0172043,0.0516129,0,TROT→WALK→RUN
forward_ramp_no_lips,5,0.8,0.15,0.49,0.0128527,0.04,0.04,0.0279487,0.04,0.04,0.0279487,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.8,10.2174,False,False,3,0.929487,0,0,0,0,0.929487,0.017094,0.0534188,0,TROT→WALK→RUN
forward_ramp_no_lips,6,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0341023,0.045,0.045,0.0341023,0,near_edge,0,0,0,0,0,0,2,0,8,8,44,9.65526,False,False,3,0.927273,0,0,0,0,0.927273,0.0181818,0.0545455,0,TROT→WALK→RUN
forward_ramp_no_lips,7,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0372434,0.045,0.045,0.0372697,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.5,9.75756,False,False,3,0.923596,0,0,0,0,0.923596,0.0179775,0.058427,0,TROT→WALK→RUN
forward_ramp_no_lips,8,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0344492,0.045,0.045,0.0344492,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.3,10.1576,False,False,3,0.924406,0,0,0,0,0.924406,0.0172786,0.0583153,0,TROT→WALK→RUN
forward_ramp_no_lips,9,0.8,0.15,0.49,0.0128527,0.05,0.05,0.037257,0.05,0.05,0.0372678,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.3,10.1703,False,False,3,0.924406,0,0,0,0,0.924406,0.0172786,0.0583153,0,TROT→WALK→RUN
flush_a_frame,0,0.8,0.15,0.49,0.0128527,0.04,0.04,0.0265379,0.04,0.04,0.0265379,0,near_edge,5,0,0,0,0,0,3,0,8,8,66,14.1064,False,False,4,0.95303,0,0,0,0,0.95303,0.0318182,0.0151515,0,TROT→WALK→TROT→RUN
flush_a_frame,1,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0298374,0.045,0.045,0.0298374,0,near_edge,0,0,0,0,0,0,2,0,8,8,61.5,13.1085,False,False,3,0.949593,0,0,0,0,0.949593,0.0130081,0.0373984,0,TROT→WALK→RUN
flush_a_frame,2,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0297833,0.045,0.045,0.0297833,0,near_edge,0,0,0,0,0,0,2,0,8,8,62.3,13.3114,False,False,3,0.94703,0,0,0,0,0.94703,0.0128411,0.0401284,0,TROT→WALK→RUN
flush_a_frame,3,0.8,0.15,0.49,0.0128527,0.045,0.045,0.0300467,0.045,0.045,0.0300467,0,near_edge,0,0,0,0,0,0,2,0,8,8,64.3,13.7191,False,False,3,0.948678,0,0,0,0,0.948678,0.0124417,0.0388802,0,TROT→WALK→RUN
flush_a_frame,4,0.8,0.15,0.49,0.0128527,0.06,0.06,0.0310329,0.06,0.06,0.0310329,0,near_edge,0,0,0,0,0,0,2,0,8,8,66.8,14.2156,False,False,3,0.949102,0,0,0,0,0.949102,0.011976,0.0389222,0,TROT→WALK→RUN
flush_a_frame,5,0.8,0.15,0.49,0.0128527,0.06,0.06,0.0353676,0.06,0.06,0.0353676,0,near_edge,0,0,0,0,0,0,2,0,8,8,61.2,13.1045,False,False,3,0.944444,0,0,0,0,0.944444,0.0130719,0.0424837,0,TROT→WALK→RUN
flush_a_frame,6,0.8,0.15,0.49,0.0128527,0.065,0.065,0.0389863,0.065,0.065,0.0389863,0,near_edge,0,0,0,0,0,0,2,0,8,8,58.2,12.5071,False,False,3,0.939863,0,0,0,0,0.939863,0.0137457,0.0463918,0,TROT→WALK→RUN
flush_a_frame,7,0.8,0.15,0.49,0.0128527,0.07,0.07,0.0409846,0.07,0.07,0.0409846,0,near_edge,0,0,0,0,0,0,2,0,8,8,58.4,12.6155,False,False,3,0.938356,0,0,0,0,0.938356,0.0136986,0.0479452,0,TROT→WALK→RUN
flush_a_frame,8,0.8,0.15,0.49,0.0128527,0.07,0.07,0.0362096,0.07,0.07,0.0362096,0,near_edge,0,0,0,0,0,0,2,0,8,8,64.9,13.916,False,False,3,0.94453,0,0,0,0,0.94453,0.0123267,0.0431433,0,TROT→WALK→RUN
flush_a_frame,9,0.8,0.15,0.49,0.0128527,0.075,0.075,0.0414063,0.075,0.075,0.0414063,0,near_edge,0,0,0,0,0,0,2,0,8,8,60.8,13.1055,False,False,3,0.939145,0,0,0,0,0.939145,0.0131579,0.0476974,0,TROT→WALK→RUN
sphere_bump,0,0.8,0.15,0.49,0.0128527,0.075,0.06,0.0293509,0.075,0.06,0.0294967,0,near_edge,34,0,0,0,0,0,12,0,8,8,60.6,15.2686,False,False,13,0.833333,0,0,0,0,0.833333,0.10231,0.0643564,0,TROT→WALK→TROT→RUN→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→RUN
sphere_bump,1,0.8,0.15,0.49,0.0128527,0.075,0.075,0.0330538,0.075,0.075,0.0334019,0,near_edge,35,0,0,0,0,0,13,0,8,8,63.2,15.9972,False,False,14,0.825949,0,0,0,0,0.825949,0.0933544,0.0806962,0,TROT→RUN→WALK→TROT→WALK→TROT→WALK→RUN→TROT→WALK→TROT→WALK→TROT→RUN
sphere_bump,2,0.8,0.15,0.49,0.0128527,0.25,0.25,0.047534,0.25,0.25,0.0487069,0,near_edge,21,0,0,0,0,0,13,0,8,8,63.8,14.9129,False,False,14,0.888715,0,0,11,0,0.888715,0.0611285,0.0501567,0,TROT→WALK→RUN→WALK→TROT→WALK→TROT→WALK→RUN→WALK→TROT→RUN→WALK→RUN
sphere_bump,3,0.8,0.15,0.49,0.0128527,0.335,0.095,0.044383,0.335,0.095,0.0457853,0,near_edge,30,0,0,0,0,0,12,0,8,8,62.4,15.35,False,False,13,0.847756,0,0,4,0,0.849359,0.0849359,0.0657051,0,TROT→RUN→WALK→TROT→WALK→TROT→WALK→TROT→RUN→WALK→TROT→RUN→WALK
sphere_bump,4,0.8,0.15,0.49,0.0128527,0.325,0.1,0.04411,0.325,0.1,0.0454478,0,near_edge,7,0,0,0,0,0,8,0,8,8,60.3,14.3065,False,False,9,0.868988,0,0,4,0,0.870647,0.0431177,0.0862355,0,TROT→RUN→WALK→TROT→WALK→TROT→WALK→RUN→WALK
sphere_bump,5,0.8,0.15,0.49,0.0128527,0.1,0.1,0.047972,0.1,0.1,0.0481634,0,near_edge,11,0,0,0,0,0,5,0,8,8,61.8,14.1227,False,False,6,0.898058,0,0,0,0,0.898058,0.0291262,0.0728155,0,TROT→RUN→WALK→TROT→WALK→RUN
sphere_bump,6,0.8,0.15,0.49,0.0128527,0.11,0.105,0.0463004,0.23,0.105,0.0467717,0,near_edge,14,0,0,0,0,0,9,0,8,8,58.7,14.1915,False,False,10,0.855196,0,0,0,0,0.855196,0.044293,0.100511,0,TROT→WALK→TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN
sphere_bump,7,0.8,0.15,0.49,0.0128527,0.12,0.11275,0.0505226,0.12,0.11275,0.0506271,0,near_edge,7,0,0,0,0,0,7,0,8,8,59,13.6019,False,False,8,0.886441,0,0,0,0,0.886441,0.0135593,0.1,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump,8,0.8,0.15,0.49,0.0128527,0.115,0.11,0.0579873,0.115,0.11,0.0580017,0,near_edge,0,0,0,0,0,0,4,0,8,8,57.8,12.8796,False,False,5,0.915225,0,0,0,0,0.915225,0.0138408,0.0709343,0,TROT→WALK→RUN→WALK→RUN
sphere_bump,9,0.8,0.15,0.49,0.0128527,0.125,0.12,0.0540982,0.125,0.12,0.0540982,0,near_edge,0,0,0,0,0,0,7,0,8,8,56,13.3235,False,False,8,0.866071,0,0,0,0,0.866071,0.0303571,0.103571,0,TROT→RUN→WALK→RUN→WALK→TROT→WALK→RUN
box_jump_even,0,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,35.9,9.97353,False,False,14,0.718663,0,0,72,28,0.718663,0.0222841,0.259053,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,1,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,37.2,10.2565,False,False,14,0.723118,0,0,73,25,0.723118,0.0215054,0.255376,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,2,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,37.6,10.4594,False,False,14,0.715426,0,0,71,29,0.715426,0.0212766,0.263298,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,3,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,36,9.77663,False,False,14,0.741667,0,0,73,20,0.741667,0.0222222,0.236111,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,4,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,38.3,10.1625,False,False,14,0.762402,0,0,77,19,0.762402,0.0208877,0.21671,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,5,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,39.2,10.3788,False,False,14,0.765306,0,0,78,24,0.765306,0.0204082,0.214286,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,6,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,39.8,10.5601,False,False,14,0.763819,0,0,81,23,0.763819,0.0201005,0.21608,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,7,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,42,11.0719,False,False,14,0.769048,0,0,83,24,0.769048,0.0190476,0.211905,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,8,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,1,0,0,0,0,0,13,0,8,8,39.7,10.2676,False,False,14,0.783375,0,0,83,20,0.783375,0.0201511,0.196474,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,9,0.8,0.15,0.49,0.0128527,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,43.4,11.2532,False,False,14,0.785714,0,0,87,22,0.785714,0.0184332,0.195853,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,0,0.8,0.15,0.49,0.0128527,0.015,0.015,0.00322251,0.015,0.015,0.00322251,0,near_edge,0,0,0,0,0,0,13,0,8,8,39.1,11.8059,False,False,14,0.631714,0,0,67,35,0.631714,0.0204604,0.347826,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,1,0.8,0.15,0.49,0.0128527,0.045,0.045,0.00740053,0.045,0.045,0.00740053,0,near_edge,0,0,0,0,0,0,13,0,8,8,37.7,10.9692,False,False,14,0.67374,0,0,70,30,0.67374,0.0450928,0.281167,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,2,0.8,0.15,0.49,0.0128527,0.075,0.07,0.0175186,0.075,0.07,0.0175186,0,near_edge,0,0,0,0,0,0,13,0,8,8,40.3,11.8539,False,False,14,0.662531,0,0,71,32,0.662531,0.0421836,0.295285,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,3,0.8,0.15,0.49,0.0128527,0.105,0.10075,0.0192943,0.105,0.10075,0.0192943,0,near_edge,0,0,0,0,0,0,14,0,8,8,41.8,11.9615,False,False,15,0.691388,0,0,73,38,0.691388,0.0191388,0.289474,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,4,0.8,0.15,0.49,0.0128527,0.12,0.12,0.0212654,0.12,0.12,0.0212654,0,near_edge,0,0,0,0,0,0,14,0,8,8,40.7,11.0593,False,False,15,0.742015,0,0,76,32,0.742015,0.019656,0.238329,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,5,0.8,0.15,0.49,0.0128527,0.16,0.155,0.0390855,0.16,0.155,0.0390855,0,near_edge,0,0,0,0,0,0,14,0,8,8,42.1,11.3695,False,False,15,0.745843,0,0,93,31,0.745843,0.0190024,0.235154,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,6,0.8,0.15,0.49,0.0128527,0.185,0.17,0.0288519,0.185,0.17,0.0288519,0,near_edge,0,0,0,0,0,0,14,0,8,8,40.5,10.8059,False,False,15,0.760494,0,0,94,27,0.760494,0.0197531,0.219753,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,7,0.8,0.15,0.49,0.0128527,0.21,0.205,0.0229821,0.21,0.205,0.0229821,0,near_edge,0,0,0,0,0,0,14,0,8,8,44.6,11.8251,False,False,15,0.762332,0,0,97,30,0.762332,0.0179372,0.219731,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,8,0.8,0.15,0.49,0.0128527,0.24,0.235,0.0253194,0.24,0.235,0.0253194,0,near_edge,0,0,0,0,0,0,14,0,8,8,45.4,11.9074,False,False,15,0.777533,0,0,103,27,0.777533,0.0176211,0.204846,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,9,0.8,0.15,0.49,0.0128527,0.23,0.225,0.0202991,0.23,0.225,0.0202991,0,near_edge,0,0,0,0,0,0,14,0,8,8,46.8,12.005,False,False,15,0.797009,0,0,104,24,0.797009,0.017094,0.185897,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,0,0.8,0.15,0.49,0.0128527,0.125,0.125,0.0275441,0.125,0.125,0.0279736,0,near_edge,5,0,0,0,0,0,8,0,8,8,22.7,7.82371,False,False,9,0.519824,0,0,31,43,0.519824,0.242291,0.237885,0,TROT→WALK→RUN→TROT→RUN→TROT→RUN→WALK→RUN
flat_circle_jump,1,0.8,0.15,0.49,0.0128527,0.16,0.16,0.017079,0.16,0.16,0.0174564,0,near_edge,0,0,0,0,0,0,10,0,8,8,28.7,8.3875,False,False,11,0.675958,0,0,60,40,0.675958,0.087108,0.236934,0,TROT→WALK→RUN→WALK→RUN→TROT→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,2,0.8,0.15,0.49,0.0128527,0.19,0.19,0.0160505,0.19,0.19,0.0160505,0,near_edge,0,0,0,0,0,0,8,0,8,8,37.6,9.01199,False,False,9,0.856383,0,0,91,41,0.856383,0.0212766,0.12234,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,3,0.8,0.15,0.49,0.0128527,0.15,0.15,0.0207681,0.15,0.15,0.0207681,0,near_edge,0,0,0,0,0,0,8,0,8,8,34.5,9.44901,False,False,9,0.727536,0,0,82,61,0.727536,0.0231884,0.249275,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,4,0.8,0.15,0.49,0.0128527,0.15,0.15,0.0180894,0.15,0.15,0.0181606,0,near_edge,0,0,0,0,0,0,10,0,8,8,38.6,9.71201,False,False,11,0.80829,0,0,98,55,0.80829,0.0207254,0.170984,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,5,0.8,0.15,0.49,0.0128527,0.185,0.185,0.0184804,0.185,0.185,0.0184804,0,near_edge,0,0,0,0,0,0,8,0,8,8,40.8,10.6893,False,False,9,0.77451,0,0,98,54,0.77451,0.0196078,0.205882,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,6,0.8,0.15,0.49,0.0128527,0.215,0.215,0.0174239,0.215,0.215,0.0174239,0,near_edge,10,0,0,0,0,0,15,0,8,8,42.7,11.3528,False,False,16,0.763466,0,0,106,38,0.763466,0.0398126,0.196721,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,7,0.8,0.15,0.49,0.0128527,0.175,0.095,0.010383,0.175,0.095,0.010383,0,near_edge,0,0,0,0,0,0,12,0,8,8,48.3,11.9169,False,False,13,0.830228,0,0,163,37,0.830228,0.0165631,0.153209,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,8,0.8,0.15,0.49,0.0128527,0.255,0.105,0.0125602,0.255,0.105,0.0125602,0,near_edge,0,0,0,0,0,0,12,0,8,8,49.8,12.2269,False,False,13,0.835341,0,0,165,37,0.835341,0.0160643,0.148594,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,9,0.8,0.15,0.49,0.0128527,0.055,0.005,0.00208654,0.055,0.005,0.00208654,0,near_edge,0,0,0,0,0,0,12,0,8,8,52,12.8728,False,False,13,0.828846,0,0,130,34,0.828846,0.0153846,0.155769,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
bump_jump,0,0.8,0.15,0.49,0.0128527,0.075,0.045,0.0288877,0.075,0.045,0.0288877,0,near_edge,0,0,0,0,0,0,2,0,8,8,45.4,9.78538,False,False,3,0.940529,0,0,121,40,0.940529,0.0176211,0.0418502,0,TROT→WALK→RUN
