task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
6,box_jump_even,4,0,1,1,heading-only,0.02,2.960348510742193,2.008611297607416,1.9603674242385323,0.5641990283961825,8.189656016582697,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,5,0,2,1,heading-only,0.02,3.5151214599609375,2.583726501464838,2.5819706789327443,0.686261808682118,7.856593305350413,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,6,0,1,1,heading-only,0.02,3.2527099609375227,1.8250671386718693,2.2594919061770464,0.8030090347194535,8.29913390049215,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,7,0,2,1,heading-only,0.02,3.3185760498047046,2.902654266357416,2.48808754333549,1.1412839777903898,8.777958129463649,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,8,0,1,1,heading-only,0.02,3.1688659667968864,1.9457183837890568,2.169545131078924,0.8332702778480867,8.081316338100624,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,9,0,2,1,heading-only,0.02,3.272589111328159,2.0520034790039006,2.273184029232086,0.795371626470129,8.977561507774382,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,0,0,1,1,heading-only,0.02,3.330519914627075,3.2356750488281207,2.637843039069946,1.3345766777696288,9.549761563178988,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,1,0,1,1,heading-only,0.02,1.9174705505371108,1.6343681335449176,0.9876430898205567,0.8130873604470833,10.039189898398556,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,2,0,1,1,heading-only,0.02,1.3974716186523466,2.510207366943355,0.6467574853972607,1.3453360669264296,11.463887555400087,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,3,0,1,1,heading-only,0.02,1.8088882446289176,2.2411109924316364,0.8440584712981799,0.6360779767849967,11.14372045846176,1,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,4,0,1,1,heading-only,0.02,1.3857635498046932,2.549842071533199,0.6716694276099199,1.1217951085030398,10.678401817186987,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,5,0,1,1,heading-only,0.02,1.754669189453125,2.6461975097656207,0.9935274566599185,0.8941946654587836,10.615017956016423,1,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,6,0,1,1,heading-only,0.02,1.4919677734375227,1.5532257080078082,0.6645596723291279,1.0573541736026049,10.317709806533422,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,7,0,1,1,heading-only,0.02,1.4597808837890796,2.6267997741699176,0.7773521840178536,1.171330659947691,11.357528232875966,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,8,0,1,1,heading-only,0.02,1.2316711425781364,2.57017440795898,0.6154432336087811,1.5226651664560567,11.682251374646697,0,,,,,,,off,5.0,0,TROT,first,on,1000
7,box_jump_uneven,9,0,1,1,heading-only,0.02,1.362188720703159,2.592421722412105,0.6943660177387113,1.3219467661105866,11.6528801105012,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,0,0,1,1,heading-only,0.02,2.93500018119812,3.0377395629882784,2.195706970847399,1.2485793563126795,5.906871108569833,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,1,0,1,1,heading-only,0.02,2.592691040039064,2.6506240844726534,1.7204582088259492,0.8059718069146135,6.73879107731262,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,2,0,1,1,heading-only,0.02,2.4576751708984403,2.7273834228515597,1.6290805835479865,0.8707719320545225,7.527550596881499,0,,,,,,,off,5.0,0,TROT,first,on,1000
